park,park_name,role,state,year,month,visits
DETO,Devils Tower NM,control,WY,1979,7,63185
DETO,Devils Tower NM,control,WY,1979,8,55938
DETO,Devils Tower NM,control,WY,1979,9,21260
DETO,Devils Tower NM,control,WY,1979,10,8130
DETO,Devils Tower NM,control,WY,1979,11,1862
DETO,Devils Tower NM,control,WY,1979,12,2252
DETO,Devils Tower NM,control,WY,1980,1,1558
DETO,Devils Tower NM,control,WY,1980,2,2236
DETO,Devils Tower NM,control,WY,1980,3,3464
DETO,Devils Tower NM,control,WY,1980,4,6232
DETO,Devils Tower NM,control,WY,1980,5,11229
DETO,Devils Tower NM,control,WY,1980,6,34232
DETO,Devils Tower NM,control,WY,1980,7,51479
DETO,Devils Tower NM,control,WY,1980,8,63981
DETO,Devils Tower NM,control,WY,1980,9,27860
DETO,Devils Tower NM,control,WY,1980,10,4863
DETO,Devils Tower NM,control,WY,1980,11,4366
DETO,Devils Tower NM,control,WY,1980,12,2192
DETO,Devils Tower NM,control,WY,1981,1,2646
DETO,Devils Tower NM,control,WY,1981,2,2649
DETO,Devils Tower NM,control,WY,1981,3,5567
DETO,Devils Tower NM,control,WY,1981,4,9048
DETO,Devils Tower NM,control,WY,1981,5,22291
DETO,Devils Tower NM,control,WY,1981,6,26065
DETO,Devils Tower NM,control,WY,1981,7,89816
DETO,Devils Tower NM,control,WY,1981,8,82337
DETO,Devils Tower NM,control,WY,1981,9,28569
DETO,Devils Tower NM,control,WY,1981,10,9464
DETO,Devils Tower NM,control,WY,1981,11,4563
DETO,Devils Tower NM,control,WY,1981,12,2295
DETO,Devils Tower NM,control,WY,1982,1,1363
DETO,Devils Tower NM,control,WY,1982,2,3200
DETO,Devils Tower NM,control,WY,1982,3,4090
DETO,Devils Tower NM,control,WY,1982,4,6291
DETO,Devils Tower NM,control,WY,1982,5,16713
DETO,Devils Tower NM,control,WY,1982,6,61466
DETO,Devils Tower NM,control,WY,1982,7,70196
DETO,Devils Tower NM,control,WY,1982,8,67150
DETO,Devils Tower NM,control,WY,1982,9,22022
DETO,Devils Tower NM,control,WY,1982,10,6815
DETO,Devils Tower NM,control,WY,1982,11,3747
DETO,Devils Tower NM,control,WY,1982,12,1250
DETO,Devils Tower NM,control,WY,1983,1,2143
DETO,Devils Tower NM,control,WY,1983,2,2471
DETO,Devils Tower NM,control,WY,1983,3,3081
DETO,Devils Tower NM,control,WY,1983,4,5805
DETO,Devils Tower NM,control,WY,1983,5,16670
DETO,Devils Tower NM,control,WY,1983,6,63128
DETO,Devils Tower NM,control,WY,1983,7,72167
DETO,Devils Tower NM,control,WY,1983,8,66252
DETO,Devils Tower NM,control,WY,1983,9,19956
DETO,Devils Tower NM,control,WY,1983,10,10381
DETO,Devils Tower NM,control,WY,1983,11,4169
DETO,Devils Tower NM,control,WY,1983,12,1053
DETO,Devils Tower NM,control,WY,1984,1,2206
DETO,Devils Tower NM,control,WY,1984,2,2506
DETO,Devils Tower NM,control,WY,1984,3,2849
DETO,Devils Tower NM,control,WY,1984,4,5319
DETO,Devils Tower NM,control,WY,1984,5,14702
DETO,Devils Tower NM,control,WY,1984,6,50737
DETO,Devils Tower NM,control,WY,1984,7,59382
DETO,Devils Tower NM,control,WY,1984,8,46834
DETO,Devils Tower NM,control,WY,1984,9,21986
DETO,Devils Tower NM,control,WY,1984,10,7978
DETO,Devils Tower NM,control,WY,1984,11,3898
DETO,Devils Tower NM,control,WY,1984,12,1458
DETO,Devils Tower NM,control,WY,1985,1,1657
DETO,Devils Tower NM,control,WY,1985,2,1836
DETO,Devils Tower NM,control,WY,1985,3,3764
DETO,Devils Tower NM,control,WY,1985,4,6907
DETO,Devils Tower NM,control,WY,1985,5,14142
DETO,Devils Tower NM,control,WY,1985,6,46020
DETO,Devils Tower NM,control,WY,1985,7,53163
DETO,Devils Tower NM,control,WY,1985,8,57851
DETO,Devils Tower NM,control,WY,1985,9,20976
DETO,Devils Tower NM,control,WY,1985,10,6971
DETO,Devils Tower NM,control,WY,1985,11,2363
DETO,Devils Tower NM,control,WY,1985,12,1137
DETO,Devils Tower NM,control,WY,1986,1,1458
DETO,Devils Tower NM,control,WY,1986,2,1431
DETO,Devils Tower NM,control,WY,1986,3,5165
DETO,Devils Tower NM,control,WY,1986,4,4690
DETO,Devils Tower NM,control,WY,1986,5,17267
DETO,Devils Tower NM,control,WY,1986,6,59468
DETO,Devils Tower NM,control,WY,1986,7,85458
DETO,Devils Tower NM,control,WY,1986,8,72279
DETO,Devils Tower NM,control,WY,1986,9,27537
DETO,Devils Tower NM,control,WY,1986,10,9326
DETO,Devils Tower NM,control,WY,1986,11,4204
DETO,Devils Tower NM,control,WY,1986,12,2249
DETO,Devils Tower NM,control,WY,1987,1,2332
DETO,Devils Tower NM,control,WY,1987,2,2629
DETO,Devils Tower NM,control,WY,1987,3,2865
DETO,Devils Tower NM,control,WY,1987,4,7050
DETO,Devils Tower NM,control,WY,1987,5,20777
DETO,Devils Tower NM,control,WY,1987,6,62663
DETO,Devils Tower NM,control,WY,1987,7,83868
DETO,Devils Tower NM,control,WY,1987,8,94012
DETO,Devils Tower NM,control,WY,1987,9,34868
DETO,Devils Tower NM,control,WY,1987,10,10814
DETO,Devils Tower NM,control,WY,1987,11,4514
DETO,Devils Tower NM,control,WY,1987,12,1620
DETO,Devils Tower NM,control,WY,1988,1,1320
DETO,Devils Tower NM,control,WY,1988,2,778
DETO,Devils Tower NM,control,WY,1988,3,4436
DETO,Devils Tower NM,control,WY,1988,4,7597
DETO,Devils Tower NM,control,WY,1988,5,21635
DETO,Devils Tower NM,control,WY,1988,6,68598
DETO,Devils Tower NM,control,WY,1988,7,98412
DETO,Devils Tower NM,control,WY,1988,8,92245
DETO,Devils Tower NM,control,WY,1988,9,30842
DETO,Devils Tower NM,control,WY,1988,10,11141
DETO,Devils Tower NM,control,WY,1988,11,4150
DETO,Devils Tower NM,control,WY,1988,12,1993
DETO,Devils Tower NM,control,WY,1989,1,2079
DETO,Devils Tower NM,control,WY,1989,2,1441
DETO,Devils Tower NM,control,WY,1989,3,3726
DETO,Devils Tower NM,control,WY,1989,4,5724
DETO,Devils Tower NM,control,WY,1989,5,21577
DETO,Devils Tower NM,control,WY,1989,6,67428
DETO,Devils Tower NM,control,WY,1989,7,102389
DETO,Devils Tower NM,control,WY,1989,8,95935
DETO,Devils Tower NM,control,WY,1989,9,31504
DETO,Devils Tower NM,control,WY,1989,10,10460
DETO,Devils Tower NM,control,WY,1989,11,4339
DETO,Devils Tower NM,control,WY,1989,12,2614
DETO,Devils Tower NM,control,WY,1990,1,1799
DETO,Devils Tower NM,control,WY,1990,2,1739
DETO,Devils Tower NM,control,WY,1990,3,3838
DETO,Devils Tower NM,control,WY,1990,4,6901
DETO,Devils Tower NM,control,WY,1990,5,28197
DETO,Devils Tower NM,control,WY,1990,6,88317
DETO,Devils Tower NM,control,WY,1990,7,124146
DETO,Devils Tower NM,control,WY,1990,8,119574
DETO,Devils Tower NM,control,WY,1990,9,34579
DETO,Devils Tower NM,control,WY,1990,10,12284
DETO,Devils Tower NM,control,WY,1990,11,5886
DETO,Devils Tower NM,control,WY,1990,12,1688
DETO,Devils Tower NM,control,WY,1991,1,1917
DETO,Devils Tower NM,control,WY,1991,2,2030
DETO,Devils Tower NM,control,WY,1991,3,5559
DETO,Devils Tower NM,control,WY,1991,4,6472
DETO,Devils Tower NM,control,WY,1991,5,28017
DETO,Devils Tower NM,control,WY,1991,6,99909
DETO,Devils Tower NM,control,WY,1991,7,125289
DETO,Devils Tower NM,control,WY,1991,8,122159
DETO,Devils Tower NM,control,WY,1991,9,47004
DETO,Devils Tower NM,control,WY,1991,10,12559
DETO,Devils Tower NM,control,WY,1991,11,3351
DETO,Devils Tower NM,control,WY,1991,12,2446
DETO,Devils Tower NM,control,WY,1992,1,2295
DETO,Devils Tower NM,control,WY,1992,2,2895
DETO,Devils Tower NM,control,WY,1992,3,5100
DETO,Devils Tower NM,control,WY,1992,4,8410
DETO,Devils Tower NM,control,WY,1992,5,24899
DETO,Devils Tower NM,control,WY,1992,6,89348
DETO,Devils Tower NM,control,WY,1992,7,135107
DETO,Devils Tower NM,control,WY,1992,8,122757
DETO,Devils Tower NM,control,WY,1992,9,45101
DETO,Devils Tower NM,control,WY,1992,10,15250
DETO,Devils Tower NM,control,WY,1992,11,4444
DETO,Devils Tower NM,control,WY,1992,12,1653
DETO,Devils Tower NM,control,WY,1993,1,1709
DETO,Devils Tower NM,control,WY,1993,2,2633
DETO,Devils Tower NM,control,WY,1993,3,4614
DETO,Devils Tower NM,control,WY,1993,4,7881
DETO,Devils Tower NM,control,WY,1993,5,30553
DETO,Devils Tower NM,control,WY,1993,6,79375
DETO,Devils Tower NM,control,WY,1993,7,118559
DETO,Devils Tower NM,control,WY,1993,8,122896
DETO,Devils Tower NM,control,WY,1993,9,40426
DETO,Devils Tower NM,control,WY,1993,10,12878
DETO,Devils Tower NM,control,WY,1993,11,3083
DETO,Devils Tower NM,control,WY,1993,12,1850
DETO,Devils Tower NM,control,WY,1994,1,1215
DETO,Devils Tower NM,control,WY,1994,2,1023
DETO,Devils Tower NM,control,WY,1994,3,4506
DETO,Devils Tower NM,control,WY,1994,4,8618
DETO,Devils Tower NM,control,WY,1994,5,28299
DETO,Devils Tower NM,control,WY,1994,6,86012
DETO,Devils Tower NM,control,WY,1994,7,124235
DETO,Devils Tower NM,control,WY,1994,8,131734
DETO,Devils Tower NM,control,WY,1994,9,54358
DETO,Devils Tower NM,control,WY,1994,10,9465
DETO,Devils Tower NM,control,WY,1994,11,2724
DETO,Devils Tower NM,control,WY,1994,12,2587
DETO,Devils Tower NM,control,WY,1995,1,3418
DETO,Devils Tower NM,control,WY,1995,2,3729
DETO,Devils Tower NM,control,WY,1995,3,5751
DETO,Devils Tower NM,control,WY,1995,4,7927
DETO,Devils Tower NM,control,WY,1995,5,26720
DETO,Devils Tower NM,control,WY,1995,6,79400
DETO,Devils Tower NM,control,WY,1995,7,111115
DETO,Devils Tower NM,control,WY,1995,8,116609
DETO,Devils Tower NM,control,WY,1995,9,45326
DETO,Devils Tower NM,control,WY,1995,10,14840
DETO,Devils Tower NM,control,WY,1995,11,4100
DETO,Devils Tower NM,control,WY,1995,12,1593
DETO,Devils Tower NM,control,WY,1996,1,2147
DETO,Devils Tower NM,control,WY,1996,2,2087
DETO,Devils Tower NM,control,WY,1996,3,4512
DETO,Devils Tower NM,control,WY,1996,4,9419
DETO,Devils Tower NM,control,WY,1996,5,26670
DETO,Devils Tower NM,control,WY,1996,6,88529
DETO,Devils Tower NM,control,WY,1996,7,120142
DETO,Devils Tower NM,control,WY,1996,8,118040
DETO,Devils Tower NM,control,WY,1996,9,45422
DETO,Devils Tower NM,control,WY,1996,10,14010
DETO,Devils Tower NM,control,WY,1996,11,3826
DETO,Devils Tower NM,control,WY,1996,12,1787
DETO,Devils Tower NM,control,WY,1997,1,1736
DETO,Devils Tower NM,control,WY,1997,2,2125
DETO,Devils Tower NM,control,WY,1997,3,5927
DETO,Devils Tower NM,control,WY,1997,4,6339
DETO,Devils Tower NM,control,WY,1997,5,25550
DETO,Devils Tower NM,control,WY,1997,6,73989
DETO,Devils Tower NM,control,WY,1997,7,104915
DETO,Devils Tower NM,control,WY,1997,8,109658
DETO,Devils Tower NM,control,WY,1997,9,39140
DETO,Devils Tower NM,control,WY,1997,10,13608
DETO,Devils Tower NM,control,WY,1997,11,3985
DETO,Devils Tower NM,control,WY,1997,12,2165
DETO,Devils Tower NM,control,WY,1998,1,2228
DETO,Devils Tower NM,control,WY,1998,2,2384
DETO,Devils Tower NM,control,WY,1998,3,3642
DETO,Devils Tower NM,control,WY,1998,4,8149
DETO,Devils Tower NM,control,WY,1998,5,28083
DETO,Devils Tower NM,control,WY,1998,6,77524
DETO,Devils Tower NM,control,WY,1998,7,106847
DETO,Devils Tower NM,control,WY,1998,8,105850
DETO,Devils Tower NM,control,WY,1998,9,44929
DETO,Devils Tower NM,control,WY,1998,10,13237
DETO,Devils Tower NM,control,WY,1998,11,4023
DETO,Devils Tower NM,control,WY,1998,12,2168
DETO,Devils Tower NM,control,WY,1999,1,1825
DETO,Devils Tower NM,control,WY,1999,2,2811
DETO,Devils Tower NM,control,WY,1999,3,4987
DETO,Devils Tower NM,control,WY,1999,4,7032
DETO,Devils Tower NM,control,WY,1999,5,26000
DETO,Devils Tower NM,control,WY,1999,6,76894
DETO,Devils Tower NM,control,WY,1999,7,101810
DETO,Devils Tower NM,control,WY,1999,8,108559
DETO,Devils Tower NM,control,WY,1999,9,44401
DETO,Devils Tower NM,control,WY,1999,10,14272
DETO,Devils Tower NM,control,WY,1999,11,5211
DETO,Devils Tower NM,control,WY,1999,12,2090
DETO,Devils Tower NM,control,WY,2000,1,2101
DETO,Devils Tower NM,control,WY,2000,2,1998
DETO,Devils Tower NM,control,WY,2000,3,5235
DETO,Devils Tower NM,control,WY,2000,4,8042
DETO,Devils Tower NM,control,WY,2000,5,26481
DETO,Devils Tower NM,control,WY,2000,6,76798
DETO,Devils Tower NM,control,WY,2000,7,104995
DETO,Devils Tower NM,control,WY,2000,8,105953
DETO,Devils Tower NM,control,WY,2000,9,33652
DETO,Devils Tower NM,control,WY,2000,10,13312
DETO,Devils Tower NM,control,WY,2000,11,2695
DETO,Devils Tower NM,control,WY,2000,12,2206
DETO,Devils Tower NM,control,WY,2001,1,1598
DETO,Devils Tower NM,control,WY,2001,2,1787
DETO,Devils Tower NM,control,WY,2001,3,4217
DETO,Devils Tower NM,control,WY,2001,4,8158
DETO,Devils Tower NM,control,WY,2001,5,26289
DETO,Devils Tower NM,control,WY,2001,6,70733
DETO,Devils Tower NM,control,WY,2001,7,98816
DETO,Devils Tower NM,control,WY,2001,8,99313
DETO,Devils Tower NM,control,WY,2001,9,42897
DETO,Devils Tower NM,control,WY,2001,10,14363
DETO,Devils Tower NM,control,WY,2001,11,5284
DETO,Devils Tower NM,control,WY,2001,12,2141
DETO,Devils Tower NM,control,WY,2002,1,1910
DETO,Devils Tower NM,control,WY,2002,2,1747
DETO,Devils Tower NM,control,WY,2002,3,3963
DETO,Devils Tower NM,control,WY,2002,4,8105
DETO,Devils Tower NM,control,WY,2002,5,28275
DETO,Devils Tower NM,control,WY,2002,6,83835
DETO,Devils Tower NM,control,WY,2002,7,109673
DETO,Devils Tower NM,control,WY,2002,8,104977
DETO,Devils Tower NM,control,WY,2002,9,43420
DETO,Devils Tower NM,control,WY,2002,10,12963
DETO,Devils Tower NM,control,WY,2002,11,3913
DETO,Devils Tower NM,control,WY,2002,12,2153
DETO,Devils Tower NM,control,WY,2003,1,1702
DETO,Devils Tower NM,control,WY,2003,2,2108
DETO,Devils Tower NM,control,WY,2003,3,3126
DETO,Devils Tower NM,control,WY,2003,4,6642
DETO,Devils Tower NM,control,WY,2003,5,25829
DETO,Devils Tower NM,control,WY,2003,6,76554
DETO,Devils Tower NM,control,WY,2003,7,107264
DETO,Devils Tower NM,control,WY,2003,8,110067
DETO,Devils Tower NM,control,WY,2003,9,42279
DETO,Devils Tower NM,control,WY,2003,10,15162
DETO,Devils Tower NM,control,WY,2003,11,3301
DETO,Devils Tower NM,control,WY,2003,12,2232
DETO,Devils Tower NM,control,WY,2004,1,2222
DETO,Devils Tower NM,control,WY,2004,2,2166
DETO,Devils Tower NM,control,WY,2004,3,4128
DETO,Devils Tower NM,control,WY,2004,4,7551
DETO,Devils Tower NM,control,WY,2004,5,26201
DETO,Devils Tower NM,control,WY,2004,6,74813
DETO,Devils Tower NM,control,WY,2004,7,96254
DETO,Devils Tower NM,control,WY,2004,8,112896
DETO,Devils Tower NM,control,WY,2004,9,41585
DETO,Devils Tower NM,control,WY,2004,10,13454
DETO,Devils Tower NM,control,WY,2004,11,3649
DETO,Devils Tower NM,control,WY,2004,12,1639
DETO,Devils Tower NM,control,WY,2005,1,2207
DETO,Devils Tower NM,control,WY,2005,2,1989
DETO,Devils Tower NM,control,WY,2005,3,5358
DETO,Devils Tower NM,control,WY,2005,4,5381
DETO,Devils Tower NM,control,WY,2005,5,23067
DETO,Devils Tower NM,control,WY,2005,6,75973
DETO,Devils Tower NM,control,WY,2005,7,97645
DETO,Devils Tower NM,control,WY,2005,8,106572
DETO,Devils Tower NM,control,WY,2005,9,33978
DETO,Devils Tower NM,control,WY,2005,10,11849
DETO,Devils Tower NM,control,WY,2005,11,3846
DETO,Devils Tower NM,control,WY,2005,12,1710
DETO,Devils Tower NM,control,WY,2006,1,1900
DETO,Devils Tower NM,control,WY,2006,2,1761
DETO,Devils Tower NM,control,WY,2006,3,3321
DETO,Devils Tower NM,control,WY,2006,4,6455
DETO,Devils Tower NM,control,WY,2006,5,22872
DETO,Devils Tower NM,control,WY,2006,6,68786
DETO,Devils Tower NM,control,WY,2006,7,88906
DETO,Devils Tower NM,control,WY,2006,8,86860
DETO,Devils Tower NM,control,WY,2006,9,36439
DETO,Devils Tower NM,control,WY,2006,10,12681
DETO,Devils Tower NM,control,WY,2006,11,3873
DETO,Devils Tower NM,control,WY,2006,12,1910
DETO,Devils Tower NM,control,WY,2007,1,1851
DETO,Devils Tower NM,control,WY,2007,2,1742
DETO,Devils Tower NM,control,WY,2007,3,4503
DETO,Devils Tower NM,control,WY,2007,4,6108
DETO,Devils Tower NM,control,WY,2007,5,20371
DETO,Devils Tower NM,control,WY,2007,6,62662
DETO,Devils Tower NM,control,WY,2007,7,85798
DETO,Devils Tower NM,control,WY,2007,8,84146
DETO,Devils Tower NM,control,WY,2007,9,36018
DETO,Devils Tower NM,control,WY,2007,10,12676
DETO,Devils Tower NM,control,WY,2007,11,4705
DETO,Devils Tower NM,control,WY,2007,12,1692
DETO,Devils Tower NM,control,WY,2008,1,1966
DETO,Devils Tower NM,control,WY,2008,2,1498
DETO,Devils Tower NM,control,WY,2008,3,4725
DETO,Devils Tower NM,control,WY,2008,4,6168
DETO,Devils Tower NM,control,WY,2008,5,21757
DETO,Devils Tower NM,control,WY,2008,6,64833
DETO,Devils Tower NM,control,WY,2008,7,84504
DETO,Devils Tower NM,control,WY,2008,8,96111
DETO,Devils Tower NM,control,WY,2008,9,37826
DETO,Devils Tower NM,control,WY,2008,10,11044
DETO,Devils Tower NM,control,WY,2008,11,4036
DETO,Devils Tower NM,control,WY,2008,12,1835
DETO,Devils Tower NM,control,WY,2009,1,1801
DETO,Devils Tower NM,control,WY,2009,2,1998
DETO,Devils Tower NM,control,WY,2009,3,3703
DETO,Devils Tower NM,control,WY,2009,4,6118
DETO,Devils Tower NM,control,WY,2009,5,27137
DETO,Devils Tower NM,control,WY,2009,6,76790
DETO,Devils Tower NM,control,WY,2009,7,106723
DETO,Devils Tower NM,control,WY,2009,8,104045
DETO,Devils Tower NM,control,WY,2009,9,44088
DETO,Devils Tower NM,control,WY,2009,10,10742
DETO,Devils Tower NM,control,WY,2009,11,5281
DETO,Devils Tower NM,control,WY,2009,12,2597
DETO,Devils Tower NM,control,WY,2010,1,1400
DETO,Devils Tower NM,control,WY,2010,2,2002
DETO,Devils Tower NM,control,WY,2010,3,4007
DETO,Devils Tower NM,control,WY,2010,4,7737
DETO,Devils Tower NM,control,WY,2010,5,26136
DETO,Devils Tower NM,control,WY,2010,6,84344
DETO,Devils Tower NM,control,WY,2010,7,117564
DETO,Devils Tower NM,control,WY,2010,8,122206
DETO,Devils Tower NM,control,WY,2010,9,47784
DETO,Devils Tower NM,control,WY,2010,10,16321
DETO,Devils Tower NM,control,WY,2010,11,4611
DETO,Devils Tower NM,control,WY,2010,12,2088
DETO,Devils Tower NM,control,WY,2011,1,2087
DETO,Devils Tower NM,control,WY,2011,2,1793
DETO,Devils Tower NM,control,WY,2011,3,6440
DETO,Devils Tower NM,control,WY,2011,4,7177
DETO,Devils Tower NM,control,WY,2011,5,23055
DETO,Devils Tower NM,control,WY,2011,6,75750
DETO,Devils Tower NM,control,WY,2011,7,102672
DETO,Devils Tower NM,control,WY,2011,8,104450
DETO,Devils Tower NM,control,WY,2011,9,49158
DETO,Devils Tower NM,control,WY,2011,10,16102
DETO,Devils Tower NM,control,WY,2011,11,4083
DETO,Devils Tower NM,control,WY,2011,12,2436
DETO,Devils Tower NM,control,WY,2012,1,2368
DETO,Devils Tower NM,control,WY,2012,2,2842
DETO,Devils Tower NM,control,WY,2012,3,7046
DETO,Devils Tower NM,control,WY,2012,4,10575
DETO,Devils Tower NM,control,WY,2012,5,27960
DETO,Devils Tower NM,control,WY,2012,6,80371
DETO,Devils Tower NM,control,WY,2012,7,105021
DETO,Devils Tower NM,control,WY,2012,8,106098
DETO,Devils Tower NM,control,WY,2012,9,50251
DETO,Devils Tower NM,control,WY,2012,10,15592
DETO,Devils Tower NM,control,WY,2012,11,5034
DETO,Devils Tower NM,control,WY,2012,12,3836
DETO,Devils Tower NM,control,WY,2013,1,2225
DETO,Devils Tower NM,control,WY,2013,2,2160
DETO,Devils Tower NM,control,WY,2013,3,5401
DETO,Devils Tower NM,control,WY,2013,4,6681
DETO,Devils Tower NM,control,WY,2013,5,27824
DETO,Devils Tower NM,control,WY,2013,6,84577
DETO,Devils Tower NM,control,WY,2013,7,111791
DETO,Devils Tower NM,control,WY,2013,8,112348
DETO,Devils Tower NM,control,WY,2013,9,52977
DETO,Devils Tower NM,control,WY,2013,10,3267
DETO,Devils Tower NM,control,WY,2013,11,4639
DETO,Devils Tower NM,control,WY,2013,12,3436
DETO,Devils Tower NM,control,WY,2014,1,2145
DETO,Devils Tower NM,control,WY,2014,2,2176
DETO,Devils Tower NM,control,WY,2014,3,4401
DETO,Devils Tower NM,control,WY,2014,4,7642
DETO,Devils Tower NM,control,WY,2014,5,30453
DETO,Devils Tower NM,control,WY,2014,6,87808
DETO,Devils Tower NM,control,WY,2014,7,116467
DETO,Devils Tower NM,control,WY,2014,8,113490
DETO,Devils Tower NM,control,WY,2014,9,51356
DETO,Devils Tower NM,control,WY,2014,10,17895
DETO,Devils Tower NM,control,WY,2014,11,4762
DETO,Devils Tower NM,control,WY,2014,12,2280
DETO,Devils Tower NM,control,WY,2015,1,2196
DETO,Devils Tower NM,control,WY,2015,2,2497
DETO,Devils Tower NM,control,WY,2015,3,7567
DETO,Devils Tower NM,control,WY,2015,4,8376
DETO,Devils Tower NM,control,WY,2015,5,31440
DETO,Devils Tower NM,control,WY,2015,6,94038
DETO,Devils Tower NM,control,WY,2015,7,122667
DETO,Devils Tower NM,control,WY,2015,8,120623
DETO,Devils Tower NM,control,WY,2015,9,58836
DETO,Devils Tower NM,control,WY,2015,10,21218
DETO,Devils Tower NM,control,WY,2015,11,5737
DETO,Devils Tower NM,control,WY,2015,12,3638
DETO,Devils Tower NM,control,WY,2016,1,2518
DETO,Devils Tower NM,control,WY,2016,2,3706
DETO,Devils Tower NM,control,WY,2016,3,9332
DETO,Devils Tower NM,control,WY,2016,4,11032
DETO,Devils Tower NM,control,WY,2016,5,39104
DETO,Devils Tower NM,control,WY,2016,6,99959
DETO,Devils Tower NM,control,WY,2016,7,125756
DETO,Devils Tower NM,control,WY,2016,8,106822
DETO,Devils Tower NM,control,WY,2016,9,63426
DETO,Devils Tower NM,control,WY,2016,10,24595
DETO,Devils Tower NM,control,WY,2016,11,7564
DETO,Devils Tower NM,control,WY,2016,12,2396
DETO,Devils Tower NM,control,WY,2017,1,2520
DETO,Devils Tower NM,control,WY,2017,2,2994
DETO,Devils Tower NM,control,WY,2017,3,7318
DETO,Devils Tower NM,control,WY,2017,4,12715
DETO,Devils Tower NM,control,WY,2017,5,38865
DETO,Devils Tower NM,control,WY,2017,6,99810
DETO,Devils Tower NM,control,WY,2017,7,122836
DETO,Devils Tower NM,control,WY,2017,8,120769
DETO,Devils Tower NM,control,WY,2017,9,61309
DETO,Devils Tower NM,control,WY,2017,10,21393
DETO,Devils Tower NM,control,WY,2017,11,6082
DETO,Devils Tower NM,control,WY,2017,12,2420
DETO,Devils Tower NM,control,WY,2018,1,2029
DETO,Devils Tower NM,control,WY,2018,2,1856
DETO,Devils Tower NM,control,WY,2018,3,6241
DETO,Devils Tower NM,control,WY,2018,4,10863
DETO,Devils Tower NM,control,WY,2018,5,40655
DETO,Devils Tower NM,control,WY,2018,6,96302
